Lot.Area,Bedroom.AbvGr,SalePrice
8750,4,210.0
4435,1,136.5
4426,1,145.0
13125,3,208.9
10126,2,185.0
9135,3,214.0
8450,3,208.5
9750,3,186.5
8450,3,210.0
8320,3,185.9
11049,3,179.9
11058,3,218.836
9627,3,193.0
8199,3,189.0
4426,1,149.3
4426,1,141.0
4438,1,149.0
4438,1,144.5
8777,2,85.0
8777,4,145.9
9825,3,123.0
9937,3,147.5
12102,3,165.0
6500,3,135.0
13907,3,108.0
10012,3,137.5
6931,3,165.4
9638,3,147.0
7200,3,160.5
7024,2,176.0
47007,5,284.7
63887,3,160.0
3675,2,148.0
6040,2,82.0
6012,2,82.0
12108,4,118.0
6845,2,82.5
6931,2,91.9
12180,2,120.0
8050,4,96.0
9520,2,99.0
11767,3,130.5
8172,4,135.0
16466,3,135.5
7692,3,100.0
5142,3,108.0
5604,2,98.0
8248,2,67.0
5687,6,135.9
12155,4,140.0
8400,4,179.5
8400,4,136.5
7290,2,168.0
8525,4,130.0
9842,4,189.0
7804,4,161.9
8969,2,145.0
11526,3,191.0
15576,4,177.0
15564,3,147.5
6292,2,91.0
7609,3,231.0
10480,3,115.0
9650,4,138.0
7200,3,149.0
11988,3,188.7
11700,4,198.0
9260,3,110.0
7801,2,104.0
9670,4,257.076
14100,4,381.0
15660,3,311.5
12392,3,263.4
26073,3,236.5
14778,3,224.0
1879,2,116.5
1950,3,151.0
7000,2,126.0
6000,3,120.0
3636,2,55.0
5890,2,120.5
6900,2,120.5
8155,4,119.0
6000,3,126.0
7392,2,99.5
9000,4,165.5
14584,2,13.1
5280,2,89.0
8500,3,40.0
5150,2,80.9
18000,2,81.0
9000,3,65.0
5587,2,392.5
3843,2,294.464
3811,2,250.0
3842,2,275.0
23730,3,300.0
13265,3,271.0
11050,3,213.0
9880,3,171.0
10125,3,171.5
10260,4,100.0
9990,3,228.5
164660,3,228.95
4084,2,241.5
15498,2,287.0
11563,3,294.0
9520,3,293.077
12852,3,264.966
9802,3,172.5
9735,3,167.5
12018,3,218.689
12890,3,150.0
12416,3,184.0
18265,3,180.0
10200,3,175.0
11202,3,232.5
7915,3,195.0
12244,4,305.0
11449,3,298.751
11447,3,370.0
8940,2,209.2
7060,2,206.3
9278,2,146.0
4500,2,160.5
14137,3,173.0
4224,3,124.0
2665,3,115.0
2665,4,129.5
1974,2,105.0
1596,1,94.9
17979,3,152.5
1477,3,98.0
1890,1,81.0
21750,2,113.0
6490,2,128.5
6951,3,119.5
6600,3,130.5
6600,2,138.0
6600,3,134.5
12508,4,160.0
12395,3,137.5
11075,4,172.0
56600,4,103.0
10667,3,167.3
10628,2,167.0
13651,3,244.0
15865,4,268.0
12394,3,225.0
10364,3,168.0
13869,3,177.0
8773,3,169.0
8872,3,161.5
5330,2,251.0
10147,3,160.0
8637,3,180.0
7875,3,178.75
7875,3,176.0
7500,5,204.0
9556,3,160.0
10784,3,160.0
9125,3,163.9
7655,3,168.0
18160,3,154.204
3696,2,170.0
5062,3,207.5
4740,2,182.0
5118,1,212.0
14157,3,377.426
12328,4,349.265
51974,4,591.587
41600,3,155.0
8035,2,319.9
8089,2,392.0
14082,1,441.929
13870,3,455.0
12546,3,182.9
10960,3,174.0
12090,3,178.0
12090,3,176.0
12299,3,213.0
11339,4,192.0
11952,3,190.0
12046,4,195.0
10395,3,148.0
11850,3,151.5
11584,3,197.0
10400,2,192.35
10793,4,152.0
13001,2,170.0
12243,3,175.0
11700,3,175.0
12384,3,197.9
8991,3,174.0
8000,4,178.9
10500,3,139.0
10530,3,143.25
7472,4,184.0
9457,3,155.0
7920,3,133.0
9758,3,119.5
8294,3,123.0
7340,2,110.0
17199,2,128.0
9000,3,120.5
4058,1,133.0
4113,2,155.0
10943,2,177.0
2205,3,113.5
1890,3,113.0
2058,4,113.7
2016,3,106.0
1920,2,122.5
4928,2,128.0
2308,3,155.0
2304,2,142.5
7150,3,129.25
12469,3,356.0
11694,3,314.813
12030,3,318.0
11825,3,322.4
12085,3,318.0
14333,2,345.474
14450,3,415.298
13641,3,492.0
13440,4,338.931
15431,2,450.0
14154,3,280.0
13891,3,479.069
14226,3,395.0
13693,3,380.0
11428,3,250.0
14977,2,440.0
13654,4,418.0
17169,2,500.067
16659,3,260.116
9591,4,317.0
9709,3,319.5
10562,3,325.624
13615,3,372.0
13069,5,342.0
12099,4,354.0
14277,3,350.0
11999,4,285.0
12568,3,281.5
9926,3,245.7
9254,3,232.698
10732,3,250.0
7577,2,194.7
3901,1,204.0
3903,1,200.0
6289,2,207.0
4590,2,209.5
4590,2,209.5
6442,2,202.5
7841,2,280.0
7313,2,277.5
7820,2,318.061
6240,2,221.37
3242,2,200.0
15810,3,181.755
10237,3,176.0
10237,3,178.9
13204,3,168.165
8857,3,171.925
9729,3,198.444
12216,3,203.0
9018,3,179.54
8993,3,176.485
8899,3,181.134
8499,3,156.932
8229,3,166.0
7713,3,177.594
7697,3,173.5
3922,2,172.5
3922,2,194.201
3621,2,226.5
3710,2,185.485
14572,3,259.0
16219,2,188.5
11084,3,175.0
11796,4,215.0
10936,3,206.58
8244,3,183.5
11950,3,165.5
7875,4,211.0
8063,3,181.0
8740,4,219.5
7917,3,175.0
9967,3,170.0
7750,3,162.0
9487,3,187.0
9649,3,185.0
15623,4,745.0
12191,4,384.5
11000,4,248.0
11400,2,466.5
10557,4,410.0
11002,4,322.5
10790,4,252.0
21535,4,755.0
9920,3,269.79
11787,3,315.75
9950,4,290.0
12257,4,290.0
12692,4,430.0
11762,4,263.0
9044,4,330.0
9910,3,213.133
11830,3,260.261
11670,3,320.0
15256,3,282.922
10612,3,215.0
12291,1,419.005
13501,3,255.0
9986,2,147.0
9965,3,235.876
9416,3,311.872
9849,3,248.328
10000,3,227.0
8847,3,260.0
9158,3,225.0
8251,3,249.0
10084,3,307.0
9605,3,250.0
8778,3,221.3
8640,3,208.9
9000,3,210.4
8640,3,255.0
10411,3,212.109
9000,3,270.0
9000,4,303.477
12217,3,310.013
11096,3,249.7
10207,3,227.875
10440,2,261.329
11824,2,253.0
10625,4,265.0
11143,4,340.0
7500,3,146.0
7500,3,147.0
12450,3,149.0
7441,3,181.0
8462,3,201.0
11613,3,191.75
8450,3,179.0
16196,3,215.0
8012,2,179.2
8012,2,128.0
9180,2,144.0
8400,4,144.0
6285,2,120.75
8480,2,132.5
7420,3,132.0
7758,3,132.5
6970,3,129.0
13673,3,143.9
7476,3,145.0
9945,3,128.5
6173,3,125.5
19522,3,300.0
17542,3,294.0
10751,2,129.0
16647,3,171.0
12712,2,147.0
9572,4,302.0
10678,4,285.0
4379,2,214.0
3523,2,166.0
3784,2,193.8
4230,2,208.9
3606,2,194.0
5330,2,207.5
4274,1,199.9
4251,2,164.7
2280,3,176.5
3230,2,176.0
2117,2,168.5
2117,3,177.0
2117,3,177.0
5105,2,148.8
2645,2,174.0
7399,3,239.0
7321,3,204.0
8010,3,301.0
8413,3,312.5
9466,1,279.7
12000,3,255.0
16157,2,194.0
10768,3,218.0
3840,1,213.75
9600,3,187.0
9600,3,181.5
17778,2,373.0
18890,4,190.0
7050,3,226.0
11700,3,143.45
8000,4,240.05
8723,3,162.5
11700,3,164.0
11358,3,185.0
9547,2,188.5
10530,3,255.0
11500,4,136.905
10738,3,158.5
9600,3,175.5
10800,3,127.0
8050,3,127.0
10355,3,143.0
10289,3,156.0
9503,2,144.0
10624,6,119.0
10899,2,103.0
12342,3,139.9
12772,2,151.5
8892,3,126.5
10482,3,145.0
7535,2,120.0
7450,2,124.0
8339,3,106.5
14357,2,140.5
8243,3,137.5
8680,3,117.6
8800,3,163.5
9200,3,161.0
9350,3,158.0
8800,5,224.5
11382,3,147.0
22002,3,200.0
14585,3,181.9
7388,3,150.75
9842,2,101.8
8280,2,124.0
12172,2,138.5
5000,1,39.3
5000,2,64.5
3500,2,64.0
5175,2,112.0
9500,4,165.0
9600,2,144.0
11345,4,137.0
9492,3,105.0
9480,3,146.5
8668,4,126.0
10050,3,175.0
9600,3,158.5
10150,2,114.5
11344,3,144.0
18450,3,129.0
8760,2,141.0
6860,3,131.0
8250,3,142.1
8176,3,139.0
9750,4,157.9
9250,3,139.4
11988,3,150.0
9100,3,120.0
9736,4,174.85
9770,2,116.0
10152,3,135.0
12155,3,163.5
12198,3,130.0
10050,3,129.5
11556,3,142.0
8078,4,128.6
10950,2,125.0
7942,3,136.0
8923,2,134.5
8540,3,127.0
7134,3,130.0
7150,4,115.0
8400,3,116.9
13300,2,132.0
9532,3,153.0
15783,2,112.5
14190,3,138.0
9600,2,135.0
12099,3,156.0
21281,4,301.6
10134,2,109.0
5500,1,103.2
10284,1,128.5
10800,4,64.5
10800,3,148.0
5400,2,86.0
10090,4,172.0
8700,3,120.0
8300,3,128.5
11606,5,135.0
8064,3,122.9
11664,2,119.2
10496,3,143.0
7200,3,119.0
7200,3,102.0
7200,3,129.0
7000,2,135.0
7500,3,152.0
7315,3,140.0
7903,3,152.0
8000,3,156.5
8000,6,141.0
7000,3,99.0
9760,3,187.0
7590,4,169.5
6600,2,125.5
6760,3,130.0
6978,2,103.0
9600,2,132.0
6000,3,127.5
4480,2,89.5
7200,2,140.0
3153,2,99.9
10800,2,100.0
7200,2,130.0
9000,2,135.0
6000,2,120.0
5925,2,89.471
5925,3,85.0
6000,2,108.5
9639,4,137.0
3880,2,110.5
8520,2,100.0
10337,3,184.9
9863,4,145.0
9600,3,125.0
4571,3,114.0
13600,5,90.0
8398,3,144.1
9900,5,117.5
3600,3,124.5
13500,3,185.0
7200,4,133.9
5400,3,152.0
8100,2,153.5
10800,3,159.5
9439,2,87.0
8626,2,104.5
11800,1,110.0
6854,1,136.5
8674,3,128.25
8731,3,144.0
8737,3,210.0
6125,3,135.0
6000,3,128.0
6000,3,131.0
6120,2,113.0
6240,3,126.0
6240,4,132.0
6240,3,131.75
6120,2,132.5
6120,4,137.5
6120,2,132.0
6240,3,127.5
6180,2,102.0
7755,4,200.0
13515,3,180.5
8850,3,165.0
8550,4,90.0
8730,3,153.575
5700,3,140.0
8520,5,136.0
5680,3,113.0
5680,2,117.0
7758,4,169.5
7449,3,139.4
13200,5,202.5
6882,3,127.0
9000,3,141.0
9780,4,212.3
10320,3,161.0
4330,3,99.5
7200,3,101.0
4800,2,109.9
12358,2,128.5
10120,4,122.0
4388,3,87.0
10320,3,50.0
12888,3,219.0
18030,3,200.5
8160,3,126.0
4484,2,108.5
11235,3,130.0
11235,2,158.45
14299,3,115.4
7943,3,118.5
14149,3,165.0
11677,3,123.0
8400,3,129.0
7094,3,125.0
8978,3,108.0
8425,2,119.9
8665,3,115.0
8398,2,134.5
7742,3,127.0
8724,3,129.0
8197,3,143.5
8169,3,129.0
14175,3,187.0
16779,4,158.0
25339,3,112.0
6960,2,165.25
11375,3,150.0
13770,3,137.0
9000,3,89.5
115149,2,302.0
11075,3,182.0
10029,4,211.0
17541,3,216.0
22692,3,130.0
17808,2,109.9
12671,4,255.0
12615,4,243.0
10512,3,154.0
5400,3,118.0
11515,3,80.0
7711,4,150.0
9098,2,86.0
3869,2,130.0
9280,4,125.0
11100,4,136.5
7550,4,96.0
9060,3,120.0
23920,4,228.5
10357,3,179.9
13474,4,225.0
10380,4,301.0
13125,4,238.0
11287,3,228.5
9317,3,220.0
9965,4,383.97
9965,4,424.87
9178,3,250.0
10481,3,360.0
10652,3,279.5
11175,3,200.141
10235,3,246.5
9588,3,276.0
8814,3,203.0
11103,3,155.835
8556,2,194.0
6762,2,195.4
11750,3,217.0
8760,3,212.999
7242,2,175.9
9316,3,191.0
9317,3,176.432
14364,3,277.0
8883,3,207.0
159000,4,277.0
53107,3,240.0
12205,5,187.5
20064,0,279.0
14217,3,139.5
8775,3,126.0
11249,3,177.5
10021,3,175.0
9531,3,211.0
8428,3,146.0
16561,3,147.9
8070,3,123.6
9337,3,204.75
10820,3,235.5
12352,3,217.0
9543,3,190.55
8826,3,217.5
10665,3,226.0
11317,3,180.0
11800,3,131.0
8660,3,153.5
9720,3,160.0
8982,3,134.9
16300,3,130.0
9675,3,120.0
7700,3,112.5
10356,3,122.0
7200,3,127.0
7200,3,117.0
10386,3,305.9
9375,3,228.5
11354,3,270.0
8749,3,192.0
8749,3,213.0
8158,3,200.0
16226,4,267.0
11927,3,228.0
12728,4,275.0
15295,3,211.0
11248,3,285.0
10000,3,240.0
4435,1,131.5
17227,1,246.9
8200,4,219.5
8450,3,185.0
8145,3,179.4
9245,3,213.5
8500,3,179.6
8769,2,173.5
8334,3,167.84
8333,3,168.675
9045,3,167.0
9170,2,140.0
9825,2,118.5
8308,2,110.0
10921,3,94.75
16287,3,122.0
8240,2,110.0
11841,3,118.5
6285,3,133.5
7917,3,148.0
9555,5,141.0
8536,2,155.0
7024,2,157.0
7023,3,171.5
39290,2,183.85
40094,3,184.75
3675,2,140.0
6400,2,131.75
6882,2,61.5
10215,3,111.0
8741,4,98.5
4270,3,79.0
10042,2,108.5
9450,3,110.0
11767,2,112.0
8172,2,125.0
8172,3,79.275
8190,3,119.0
10896,8,200.0
10890,6,150.0
10592,3,165.0
10594,2,96.5
7223,3,136.5
6821,2,146.5
7200,3,175.0
4000,2,148.5
6720,3,141.5
7642,3,189.95
7155,3,135.0
7128,4,164.0
4280,2,90.35
5362,3,139.0
6305,2,119.75
7136,4,145.0
6270,4,145.0
7230,4,238.0
13108,2,153.5
22420,4,239.0
12168,4,359.1
7810,4,188.0
11275,3,220.0
6221,3,140.0
10570,3,315.0
7259,3,259.5
14442,3,257.5
13125,3,219.5
21000,3,217.0
25485,3,201.0
21579,3,215.0
1782,2,123.9
17871,4,170.0
3907,1,200.0
20693,3,198.0
32668,4,200.624
18044,2,315.0
8500,3,115.0
7000,3,141.0
5000,2,87.0
7288,3,129.85
6060,3,100.0
9060,3,150.909
3672,2,75.2
8263,2,118.4
8967,2,67.0
13710,4,152.0
11067,1,68.104
8250,4,119.6
6565,3,140.0
6060,2,124.9
5568,2,375.0
4750,2,235.0
12150,2,183.5
7540,2,156.0
9187,3,134.0
10000,3,215.0
12864,1,245.0
9928,3,210.0
8750,3,148.0
8410,2,143.0
4054,2,244.0
9763,1,330.0
16905,2,170.0
19958,4,257.0
8368,3,231.713
8298,2,267.3
9037,2,265.9
10991,3,239.0
10656,3,248.9
10331,3,174.0
13758,3,187.5
9303,3,204.0
6718,2,180.5
9590,3,187.5
11305,2,282.0
7777,3,178.0
14536,3,270.0
11800,5,279.9
35133,3,186.7
15306,3,283.463
12633,3,392.0
12665,4,281.213
8402,3,147.0
43500,2,130.0
6710,0,140.0
25286,3,132.25
25000,4,143.0
32463,3,168.0
4224,3,129.9
4224,3,134.0
1504,3,85.5
1533,2,106.5
1495,3,93.9
2001,3,75.0
1936,1,84.5
1890,3,75.19
11333,3,146.8
9129,1,153.5
15957,3,188.0
33983,3,196.0
8286,3,157.0
6723,2,138.0
7244,2,129.5
27697,3,80.0
7599,2,129.5
11000,3,135.0
8314,2,124.5
11625,2,139.0
10712,3,93.5
10447,3,124.5
11027,2,149.9
10533,2,157.5
11765,3,169.0
39384,1,252.0
11727,3,192.1
8238,3,183.5
13006,4,222.0
13041,3,170.0
13031,3,187.5
9783,3,202.0
11207,3,185.0
19378,4,320.0
14859,3,240.0
13128,4,250.0
10463,3,239.9
13751,3,309.0
23257,3,274.725
13108,4,270.0
8076,3,183.5
7685,3,165.6
9084,3,176.5
3701,2,130.0
5306,2,239.0
6563,2,275.0
16023,3,457.347
18062,5,545.224
12292,4,356.383
16056,4,556.581
12438,4,361.919
16052,4,535.0
15922,4,401.179
13682,3,438.78
14762,2,169.0
34650,3,145.0
8147,2,318.0
11302,3,319.0
18261,3,470.0
14145,3,202.5
13837,4,229.0
16659,3,235.0
18800,3,190.0
10464,2,169.0
10400,3,241.5
10530,4,188.9
10240,3,207.5
16692,5,250.0
11475,3,179.9
9927,2,172.0
9512,3,294.323
10530,3,184.5
10140,3,153.5
10140,4,162.9
10140,3,181.0
10000,3,155.0
15870,3,138.8
9353,3,116.05
8125,3,88.0
7200,3,97.5
8773,2,190.0
2760,3,105.5
2160,3,125.5
1953,2,83.0
1890,3,116.0
1680,3,91.5
1680,3,118.0
1680,2,89.0
1680,3,108.0
1680,2,94.5
4043,2,146.3
7514,3,145.0
7838,3,123.0
2280,2,137.5
2179,3,144.0
16737,3,315.0
16387,4,412.083
16259,4,342.643
16163,2,252.0
13891,2,465.0
12228,4,293.0
14780,2,415.0
16033,3,326.0
14215,4,325.3
13418,4,309.0
13975,4,300.0
10240,3,275.5
9942,3,338.5
11924,4,345.0
12867,3,344.133
10672,4,298.236
11643,4,329.9
12378,3,360.0
11065,3,281.0
13758,2,372.397
14828,2,378.0
11846,2,374.0
20431,4,437.154
10927,3,275.0
13215,3,279.0
7052,2,185.85
5911,2,282.5
6955,2,202.5
6792,2,202.665
7740,1,332.2
6373,2,310.09
3136,2,171.75
10237,3,169.99
10237,3,170.44
10237,3,169.985
17104,3,179.665
14054,4,219.21
11660,3,174.19
15578,3,172.785
11631,4,258.0
9073,3,185.101
3087,2,210.25
3196,2,234.0
3196,2,215.0
2938,2,246.99
3072,2,178.74
3072,2,225.0
3010,2,167.24
3010,2,156.82
3013,2,213.49
3982,1,264.561
4045,2,246.578
21930,4,192.14
7861,3,183.2
9056,3,178.0
9171,3,201.49
11194,3,230.5
7875,3,180.0
8121,3,172.4
8658,3,215.0
11214,4,199.9
10852,3,173.0
12104,4,287.602
8738,4,230.0
9452,3,348.0
9660,3,286.0
9545,3,300.0
35760,4,625.0
9233,4,405.0
12011,3,280.0
12090,4,258.0
10019,4,350.0
17242,4,584.5
10236,4,321.0
10120,4,290.0
12585,3,315.0
12447,3,252.0
15218,2,336.82
20896,1,423.0
10182,3,290.0
8688,3,232.0
10936,3,199.0
8640,2,198.6
13162,3,405.749
11216,3,232.6
10728,3,266.0
8125,3,186.5
8125,3,200.825
8125,3,197.0
7200,2,185.0
7500,3,176.0
7200,2,187.75
7733,3,139.5
11024,3,186.8
13072,3,132.0
13072,3,142.5
13072,3,158.0
7800,3,184.0
7632,3,184.9
8304,3,187.0
7153,3,175.9
9370,3,248.5
7175,2,172.0
7175,2,151.0
9019,3,150.0
8900,2,107.0
7800,3,119.9
9100,3,129.5
9100,6,125.0
8927,4,119.5
9240,2,144.0
8471,3,151.0
9308,3,126.0
8450,3,116.0
8638,2,133.5
13052,3,120.875
13526,3,137.0
8020,3,124.0
6993,3,135.0
8789,3,129.2
14330,3,260.0
16059,4,260.0
11025,3,334.0
14541,5,310.0
13346,4,268.0
12461,2,262.0
3628,1,176.4
3316,1,197.0
3180,2,151.0
2544,2,147.4
2544,2,149.9
3180,2,144.152
2998,2,166.0
3735,3,183.9
2651,3,165.0
4447,2,139.0
8314,3,200.0
7180,3,221.0
9549,2,270.0
11250,3,165.0
3760,1,214.0
3640,1,188.0
3874,1,190.0
3876,1,170.0
50271,0,385.0
13110,2,146.5
10192,4,170.0
20781,3,262.5
11700,3,179.9
11029,4,250.0
10400,4,165.15
10140,3,164.5
9600,3,140.0
9750,3,135.5
9600,3,142.0
8640,4,155.0
9360,2,157.5
8400,3,138.5
8400,3,140.0
9759,3,124.4
9600,3,158.0
9230,1,146.0
14803,4,190.0
10659,3,136.5
9100,3,129.9
8393,4,145.0
8800,3,185.9
8800,3,160.0
10368,3,167.0
9350,4,157.5
10382,2,140.0
8973,3,150.0
10800,3,151.5
8550,2,129.8
11425,2,137.0
9724,2,137.0
4712,3,121.6
5900,2,85.5
5825,1,79.9
7438,3,127.0
9600,3,161.0
10858,2,146.5
9600,3,135.0
10680,4,137.9
9490,3,133.0
9462,3,137.0
9888,2,121.0
8917,4,119.0
12700,3,172.0
8500,2,98.6
14200,4,226.0
9000,2,118.0
25419,4,235.0
9723,2,135.0
7728,3,132.5
8163,3,143.0
8400,3,132.0
11600,3,145.25
9610,3,162.0
10000,3,148.0
14850,2,141.0
10152,3,153.0
10011,2,134.45
7032,2,135.96
8092,3,156.0
11310,2,140.0
12778,2,139.5
10170,2,155.0
7700,3,127.0
11050,2,133.5
13600,3,125.0
15428,2,142.0
21299,3,167.0
13300,2,159.0
22136,5,180.0
7500,3,127.0
7000,2,112.0
10410,2,99.8
5400,2,117.0
5400,2,108.48
10914,2,68.0
7008,1,86.9
10800,2,120.0
7200,3,155.5
10818,4,80.0
10410,3,105.0
10800,3,160.0
10800,3,170.0
8658,3,160.0
13400,3,159.95
10184,3,165.0
9786,3,159.0
9510,3,147.0
7800,2,115.0
8910,3,159.5
7332,2,120.0
7100,2,129.9
10800,3,183.0
11650,2,157.5
18275,3,277.5
16321,2,207.5
12144,3,147.5
10800,4,135.0
7200,2,109.5
7200,2,109.9
7560,3,133.7
8544,2,81.4
8544,2,87.5
8544,2,93.5
8512,4,119.0
7945,3,141.0
7000,3,146.0
7590,3,155.0
10205,3,134.5
7400,3,120.0
7000,3,105.0
7000,3,124.0
9856,5,169.0
9906,3,107.0
9600,3,135.0
5520,4,111.5
9600,3,156.5
9600,3,178.0
6451,4,139.9
3960,2,105.0
5684,2,110.0
7745,4,111.5
7741,2,108.0
5633,2,111.5
9000,3,124.0
7200,2,105.0
4400,2,116.0
7614,2,96.9
6000,3,135.5
6000,5,139.0
7830,1,61.5
9576,3,120.0
5820,3,126.175
5747,2,64.0
9142,4,137.0
9600,4,87.0
10800,2,163.0
6300,5,155.0
5000,3,79.0
8850,3,144.0
3600,3,114.504
7200,4,157.0
11340,4,125.0
22950,4,475.0
5976,2,93.5
9750,3,125.0
4761,2,64.5
7446,2,100.0
6435,3,140.2
11737,2,202.5
5000,3,159.0
7800,3,119.9
6240,3,114.5
6240,3,115.0
6120,3,75.0
6120,3,88.0
6240,2,80.5
6240,3,149.0
6120,3,110.0
6000,2,110.5
6000,2,89.0
6380,2,113.0
11672,2,109.0
33120,5,220.0
9873,3,129.0
5310,2,117.0
4118,2,52.5
10320,3,107.0
7518,3,116.5
9000,2,72.0
8600,3,119.5
7200,2,125.5
9786,3,91.0
6780,2,84.5
7200,3,90.0
12375,3,137.5
11136,4,150.0
21370,3,131.0
6930,3,130.0
8250,2,125.0
5220,2,80.0
5500,2,157.0
11235,3,148.0
10791,2,90.0
8414,3,154.5
11327,3,153.6
11777,3,164.5
10366,2,132.0
9000,3,142.5
11553,3,158.0
7844,3,149.5
9535,3,165.0
10335,3,180.0
7176,3,160.5
9662,6,156.5
8235,6,157.0
13650,4,172.5
13125,3,155.0
17920,3,170.0
17529,2,105.0
10246,0,145.0
14175,3,168.0
20355,2,278.0
13050,1,164.0
15593,3,225.0
10820,2,130.0
13350,3,142.5
1700,2,148.4
5271,2,190.0
9375,3,146.0
6488,3,128.0
7800,3,225.0
19690,4,274.97
19950,4,235.0
19800,5,415.0
11679,3,182.0
12048,3,135.0
10519,3,137.0
9525,4,136.9
9525,5,149.9
6420,2,123.5
8335,3,93.0
7585,4,91.5
11200,3,180.0
12128,4,209.0
9554,3,215.0
9069,2,224.5
11003,3,229.8
7488,2,183.6
7406,2,194.0
6762,2,193.879
11210,3,221.5
8990,2,204.9
8760,3,239.799
13377,3,233.555
11645,3,260.0
11645,2,294.9
10984,3,209.7
9316,3,225.0
9316,3,181.0
10041,3,220.0
36500,4,190.0
21453,1,180.0
70761,2,280.0
12000,3,158.9
8846,2,148.0
13015,3,145.0
12438,3,187.0
8685,3,193.0
13568,3,156.0
9100,3,235.0
9236,3,217.0
10264,3,214.0
9272,3,196.0
13426,3,217.0
13450,3,200.0
14006,3,192.5
13704,3,205.0
10780,3,132.5
8340,3,157.5
10385,3,174.0
9920,3,128.5
9560,3,128.5
9800,3,149.9
7200,3,119.9
3612,3,137.0
11367,3,255.0
9930,3,222.0
9468,3,214.0
11088,1,220.0
14781,3,275.0
8726,4,197.0
8125,3,230.0
10566,3,268.5
21533,4,210.9
11250,3,227.0
11250,4,237.0
9750,3,274.3
9100,3,216.837
4435,1,133.0
4435,1,155.9
15611,3,233.23
8810,3,207.0
12393,4,195.0
9135,3,200.0
8581,3,203.16
8400,3,195.8
10084,3,212.9
11645,3,196.5
8772,3,198.0
8846,3,173.9
8461,3,163.99
8767,3,164.99
8777,3,98.0
17755,3,149.9
8877,2,102.0
7840,4,127.5
9400,4,127.5
16133,2,119.9
7162,3,196.5
8050,2,117.25
11060,3,229.0
3675,2,145.0
3675,2,140.0
3675,2,142.5
2522,3,134.0
2522,3,130.0
2522,3,130.0
2522,3,137.5
3363,3,130.0
6956,3,97.9
7822,3,92.0
8707,4,107.0
8410,5,81.0
9738,4,104.9
8172,2,115.0
16012,3,125.0
8248,3,116.0
8248,3,83.0
6204,5,118.5
8088,1,35.0
11388,3,121.0
7082,5,160.0
8400,2,140.0
10890,3,137.0
6430,3,128.0
7000,3,160.0
13132,4,138.887
4899,3,149.0
6000,4,102.0
9399,4,167.0
7588,4,200.1
10164,3,131.0
6191,4,112.0
9550,3,140.0
21780,3,195.0
11435,3,230.0
12400,2,194.0
11600,2,137.5
11500,3,250.0
8170,4,218.0
16560,4,239.0
12320,3,199.5
14210,3,210.0
14115,2,230.0
12984,3,217.5
15600,4,257.0
15750,2,157.0
16381,3,223.0
7288,2,102.0
7000,3,145.4
8534,2,72.0
7030,2,85.0
8765,2,106.5
9060,4,139.0
11040,3,108.0
12366,2,51.689
9000,1,35.311
9000,4,115.0
8520,2,78.0
5748,2,375.0
3842,2,300.0
23580,3,242.5
8385,4,145.0
9116,3,209.0
10530,2,135.0
11080,3,148.0
11070,5,171.0
26178,4,335.0
8239,2,230.0
50102,2,250.764
16669,2,228.0
13811,2,176.0
8049,2,180.0
11170,4,250.0
8098,2,202.0
14331,3,312.5
13618,3,320.0
11443,2,369.9
11577,3,359.9
31250,3,81.5
7020,2,215.0
4500,2,164.0
4500,2,153.5
17217,3,84.5
2665,3,104.5
2665,4,127.0
3964,5,151.4
10172,3,126.5
11836,4,146.5
1470,1,73.0
1484,3,79.4
13384,3,140.0
1533,1,92.0
1533,3,87.55
1526,3,79.5
1936,3,90.5
1894,3,71.0
12640,4,150.9
9297,4,188.0
17400,3,160.0
20000,4,131.0
7937,3,142.5
8885,2,131.0
10441,3,132.0
10010,2,170.0
9627,3,188.0
